"date","value"
"2016-05-22",2011.8644
"2016-05-22",1955.057
"2016-05-22",1934.1628
"2016-05-23",1899.5701
"2016-05-23",1893.9219
"2016-05-23",1877.4129
"2016-05-23",1847.6419
"2016-05-23",1838.5977
"2016-05-23",1835.0243
"2016-05-23",1831.1933
"2016-05-23",1842.5954
"2016-05-23",1864.1478
"2016-05-23",1329.4375
"2016-05-23",1014.8021
"2016-05-23",1147.5061
"2016-05-23",1372.0147
"2016-05-23",1544.2916
"2016-05-23",1764.4411
"2016-05-23",1954.1152
"2016-05-23",2109.6799
"2016-05-23",2209.7746
"2016-05-23",2249.6233
"2016-05-23",2308.3625
"2016-05-23",2288.9395
"2016-05-23",2283.1825
"2016-05-23",2238.2296
"2016-05-23",2257.2557
"2016-05-23",2218.9289
"2016-05-23",2228.6976
"2016-05-23",2164.1284
"2016-05-23",2083.9377
"2016-05-23",2080.6589
"2016-05-23",2073.3253
"2016-05-23",2021.21
"2016-05-23",1936.2843
"2016-05-23",1841.7536
"2016-05-23",1743.5231
"2016-05-23",1676.8249
"2016-05-23",1595.5006
"2016-05-23",1491.8321
"2016-05-23",1419.6659
"2016-05-23",1410.742
"2016-05-23",1342.1735
"2016-05-23",1354.8182
"2016-05-23",1617.8945
"2016-05-23",2248.6699
"2016-05-23",2179.5799
"2016-05-23",2153.9532
"2016-05-23",2073.944
"2016-05-23",2028.1562
"2016-05-23",1991.2389
"2016-05-24",1966.1027
"2016-05-24",1936.0855
"2016-05-24",1905.8145
"2016-05-24",1878.5946
"2016-05-24",1877.5241
"2016-05-24",1864.9826
"2016-05-24",1869.313
"2016-05-24",1880.2079
"2016-05-24",1893.9219
"2016-05-24",1484.5772
"2016-05-24",1080.7055
"2016-05-24",1185.9309
"2016-05-24",1453.0137
"2016-05-24",1655.3459
"2016-05-24",1916.2358
"2016-05-24",2125.8431
"2016-05-24",2288.1631
"2016-05-24",2387.5619
"2016-05-24",2460.7926
"2016-05-24",2514.6013
"2016-05-24",2475.8514
"2016-05-24",2362.596
"2016-05-24",2280.4549
"2016-05-24",2251.9715
"2016-05-24",2222.4642
"2016-05-24",2213.0116
"2016-05-24",2172.9855
"2016-05-24",2108.6706
"2016-05-24",2057.8979
"2016-05-24",2000.0468
"2016-05-24",1941.2441
"2016-05-24",1868.4072
"2016-05-24",1803.2384
"2016-05-24",1717.1971
"2016-05-24",1647.9687
"2016-05-24",1577.7622
"2016-05-24",1493.9451
"2016-05-24",1456.0248
"2016-05-24",1442.1936
"2016-05-24",1363.8334
"2016-05-24",1384.9375
"2016-05-24",1683.6152
"2016-05-24",2218.4118
"2016-05-24",2153.0599
"2016-05-24",2136.7221
"2016-05-24",2059.4048
"2016-05-24",1999.1856
"2016-05-24",1958.3987
"2016-05-25",1932.0538
"2016-05-25",1895.0573
"2016-05-25",1876.4813
"2016-05-25",1871.5192
"2016-05-25",1865.8275
"2016-05-25",1858.9728
"2016-05-25",1863.9036
"2016-05-25",1864.1253
"2016-05-25",1861.5649
"2016-05-25",1332.9575
"2016-05-25",1027.6497
"2016-05-25",1169.1337
"2016-05-25",1434.8436
"2016-05-25",1612.2731
"2016-05-25",1853.2126
"2016-05-25",1983.144
"2016-05-25",2172.494
"2016-05-25",2267.1637
"2016-05-25",2321.455
"2016-05-25",2352.691
"2016-05-25",2343.7012
"2016-05-25",2300.5726
"2016-05-25",2225.897
"2016-05-25",2244.456
"2016-05-25",2235.1209
"2016-05-25",2230.6333
"2016-05-25",2178.1922
"2016-05-25",2121.2812
"2016-05-25",2091.2442
"2016-05-25",2043.5149
"2016-05-25",2006.8228
"2016-05-25",1928.8509
"2016-05-25",1846.1825
"2016-05-25",1795.0204
"2016-05-25",1702.5196
"2016-05-25",1629.8785
"2016-05-25",1520.7639
"2016-05-25",1491.0438
"2016-05-25",1445.0818
"2016-05-25",1394.1327
"2016-05-25",1382.9613
"2016-05-25",1530.7739
"2016-05-25",2211.9674
"2016-05-25",2183.885
"2016-05-25",2158.4572
"2016-05-25",2086.6049
"2016-05-25",2024.1227
"2016-05-25",1977.566
"2016-05-26",1947.5052
"2016-05-26",1903.3787
"2016-05-26",1890.7391
"2016-05-26",1863.6163
"2016-05-26",1853.0895
"2016-05-26",1836.6716
"2016-05-26",1845.1131
"2016-05-26",1882.037
"2016-05-26",1853.4609
"2016-05-26",1275.1087
"2016-05-26",1052.2025
"2016-05-26",1197.6841
"2016-05-26",1429.2824
"2016-05-26",1611.2949
"2016-05-26",1843.8727
"2016-05-26",2005.4867
"2016-05-26",2170.8534
"2016-05-26",2264.7718
"2016-05-26",2311.7574
"2016-05-26",2360.9947
"2016-05-26",2366.7487
"2016-05-26",2314.5381
"2016-05-26",2266.9576
"2016-05-26",2194.1802
"2016-05-26",2190.8398
"2016-05-26",2185.8381
"2016-05-26",2176.6359
"2016-05-26",2080.3186
"2016-05-26",2084.4198
"2016-05-26",2017.31
"2016-05-26",1988.3846
"2016-05-26",1883.6982
"2016-05-26",1860.5641
"2016-05-26",1774.3322
"2016-05-26",1712.2769
"2016-05-26",1629.2558
"2016-05-26",1520.566
"2016-05-26",1492.3025
"2016-05-26",1436.4086
"2016-05-26",1388.1046
"2016-05-26",1363.5303
"2016-05-26",1521.2437
"2016-05-26",2203.5432
"2016-05-26",2193.8166
"2016-05-26",2166.9703
"2016-05-26",2108.0173
"2016-05-26",2036.9293
"2016-05-26",1997.5766
"2016-05-27",1966.6372
"2016-05-27",1933.6376
"2016-05-27",1908.2172
"2016-05-27",1882.938
"2016-05-27",1874.887
"2016-05-27",1860.7083
"2016-05-27",1866.0044
"2016-05-27",1888.4023
"2016-05-27",1866.4077
"2016-05-27",1233.9894
"2016-05-27",1028.2246
"2016-05-27",1196.5403
"2016-05-27",1412.8687
"2016-05-27",1556.0696
"2016-05-27",1763.3896
"2016-05-27",1937.7394
"2016-05-27",2070.9501
"2016-05-27",2199.1257
"2016-05-27",2259.2374
"2016-05-27",2310.6244
"2016-05-27",2310.7257
"2016-05-27",2245.3754
"2016-05-27",2241.3962
"2016-05-27",2269.6969
"2016-05-27",2247.4384
"2016-05-27",2219.7072
"2016-05-27",2187.7594
"2016-05-27",2128.8215
"2016-05-27",2084.6275
"2016-05-27",2066.3991
"2016-05-27",1981.1036
"2016-05-27",1911.3049
"2016-05-27",1846.2494
"2016-05-27",1830.9818
"2016-05-27",1768.5394
"2016-05-27",1713.9366
"2016-05-27",1581.1101
"2016-05-27",1564.8309
"2016-05-27",1505.3437
"2016-05-27",1470.9231
"2016-05-27",1445.9132
"2016-05-27",1573.3017
"2016-05-27",2317.1603
"2016-05-27",2256.4661
"2016-05-27",2236.0505
"2016-05-27",2185.9773
"2016-05-27",2121.6677
"2016-05-27",2070.0743
"2016-05-28",2039.9086
"2016-05-28",2008.4815
"2016-05-28",1980.2638
"2016-05-28",1970.6647
"2016-05-28",1951.1154
"2016-05-28",1910.5688
"2016-05-28",1916.4847
"2016-05-28",1911.9426
"2016-05-28",1874.4674
"2016-05-28",1260.6743
"2016-05-28",942.9753
"2016-05-28",1012.9409
"2016-05-28",1123.9591
"2016-05-28",1159.3853
"2016-05-28",1213.6367
"2016-05-28",1275.6281
"2016-05-28",1415.3299
"2016-05-28",1527.6563
"2016-05-28",1612.4469
"2016-05-28",1649.711
"2016-05-28",1682.3622
"2016-05-28",1685.3539
"2016-05-28",1658.4473
"2016-05-28",1641.1944
"2016-05-28",1598.8913
"2016-05-28",1549.3895
"2016-05-28",1490.0124
"2016-05-28",1472.1642
"2016-05-28",1427.0438
"2016-05-28",1446.6487
"2016-05-28",1440.1585
"2016-05-28",1448.0387
"2016-05-28",1444.7279
"2016-05-28",1413.7886
"2016-05-28",1396.4192
"2016-05-28",1374.9913
"2016-05-28",1378.9111
"2016-05-28",1405.4295
"2016-05-28",1358.9097
"2016-05-28",1371.3962
"2016-05-28",1361.6286
"2016-05-28",1504.4951
"2016-05-28",2225.2136
"2016-05-28",2246.8016
"2016-05-28",2204.2707
"2016-05-28",2160.9468
"2016-05-28",2096.6145
"2016-05-28",2061.6566
"2016-05-29",2000.5277
"2016-05-29",1970.5913
"2016-05-29",1942.1861
"2016-05-29",1923.6786
"2016-05-29",1921.4552
"2016-05-29",1910.5578
"2016-05-29",1914.9176
"2016-05-29",1895.1302
"2016-05-29",1885.6353
"2016-05-29",1257.8293
"2016-05-29",886.9671
"2016-05-29",882.588
"2016-05-29",924.1096
"2016-05-29",939.9723
"2016-05-29",980.6086
"2016-05-29",1050.8253
"2016-05-29",1138.4649
"2016-05-29",1256.689
"2016-05-29",1308.9037
"2016-05-29",1359.2196
"2016-05-29",1378.2369
"2016-05-29",1413.203
"2016-05-29",1396.4641
"2016-05-29",1400.7228
"2016-05-29",1378.263
"2016-05-29",1332.654
"2016-05-29",1356.649
"2016-05-29",1322.7916
"2016-05-29",1347.1253
"2016-05-29",1326.7437
"2016-05-29",1322.7647
"2016-05-29",1351.4572
"2016-05-29",1335.1865
"2016-05-29",1372.0114
"2016-05-29",1377.6317
"2016-05-29",1381.4812
"2016-05-29",1368.6874
"2016-05-29",1362.3874
"2016-05-29",1353.1376
"2016-05-29",1342.3162
"2016-05-29",1327.4751
"2016-05-29",1438.3062
"2016-05-29",2192.2793
"2016-05-29",2210.4133
"2016-05-29",2139.4242
"2016-05-29",2058.2882
"2016-05-29",1989.6426
"2016-05-29",1954.4932
"2016-05-30",1920.6692
"2016-05-30",1881.5986
"2016-05-30",1877.0182
"2016-05-30",1860.1381
"2016-05-30",1855.1086
"2016-05-30",1842.7086
"2016-05-30",1838.6058
"2016-05-30",1841.2672
"2016-05-30",1867.8558
"2016-05-30",1271.8233
"2016-05-30",1067.075
"2016-05-30",1235.6352
"2016-05-30",1441.1358
"2016-05-30",1600.1925
"2016-05-30",1809.8144
"2016-05-30",2010.8206
"2016-05-30",2204.2717
"2016-05-30",2295.7846
"2016-05-30",2378.5021
"2016-05-30",2396.5084
"2016-05-30",2377.2076
"2016-05-30",2332.9823
"2016-05-30",2291.9128
"2016-05-30",2309.4497
"2016-05-30",2278.0136
"2016-05-30",2243.571
"2016-05-30",2223.9302
"2016-05-30",2205.7626
"2016-05-30",2117.6692
"2016-05-30",2128.8238
"2016-05-30",2036.6884
"2016-05-30",1911.7333
"2016-05-30",1832.2525
"2016-05-30",1778.1443
"2016-05-30",1741.7902
"2016-05-30",1678.5188
"2016-05-30",1599.7295
"2016-05-30",1542.1847
"2016-05-30",1502.2663
"2016-05-30",1467.1655
"2016-05-30",1438.4828
"2016-05-30",1466.0023
"2016-05-30",2206.1166
"2016-05-30",2227.8429
"2016-05-30",2197.403
"2016-05-30",2115.8468
"2016-05-30",2056.6644
"2016-05-30",2021.245
"2016-05-31",1982.4177
"2016-05-31",1949.4684
"2016-05-31",1928.2299
"2016-05-31",1899.8196
"2016-05-31",1891.5134
"2016-05-31",1893.9733
"2016-05-31",1879.705
"2016-05-31",1889.7675
"2016-05-31",1851.4862
"2016-05-31",1171.8561
"2016-05-31",1051.2507
"2016-05-31",1214.5142
"2016-05-31",1452.208
"2016-05-31",1585.269
"2016-05-31",1814.8226
"2016-05-31",1944.6822
"2016-05-31",2136.8671
"2016-05-31",2224.0325
"2016-05-31",2286.1736
"2016-05-31",2327.966
"2016-05-31",2346.9198
"2016-05-31",2294.735
"2016-05-31",2279.9621
"2016-05-31",2302.2014
"2016-05-31",2319.1565
"2016-05-31",2286.8603
"2016-05-31",2275.274
"2016-05-31",2247.3553
"2016-05-31",2192.2286
"2016-05-31",2168.2768
"2016-05-31",2116.2833
"2016-05-31",1981.5223
"2016-05-31",1894.4335
"2016-05-31",1832.3112
"2016-05-31",1760.972
"2016-05-31",1679.9977
"2016-05-31",1617.6484
"2016-05-31",1555.7007
"2016-05-31",1498.1955
"2016-05-31",1436.7841
"2016-05-31",1406.3199
"2016-05-31",1452.807
"2016-05-31",2198.1501
"2016-05-31",2230.9383
"2016-05-31",2189.1734
"2016-05-31",2106.8833
"2016-05-31",2045.6333
"2016-05-31",2018.7128
"2016-06-01",1990.1701
"2016-06-01",1955.9034
"2016-06-01",1935.2571
"2016-06-01",1904.7971
"2016-06-01",1907.6838
"2016-06-01",1882.1437
"2016-06-01",1885.1317
"2016-06-01",1899.9594
"2016-06-01",1847.9277
"2016-06-01",1141.9027
"2016-06-01",1041.9688
"2016-06-01",1195.8267
"2016-06-01",1448.5964
"2016-06-01",1623.2309
"2016-06-01",1858.7086
"2016-06-01",2006.2006
"2016-06-01",2196.6029
"2016-06-01",2334.5897
"2016-06-01",2362.3555
"2016-06-01",2420.1846
"2016-06-01",2415.0817
"2016-06-01",2341.6777
"2016-06-01",2317.1627
"2016-06-01",2299.6456
"2016-06-01",2261.8432
"2016-06-01",2223.4302
"2016-06-01",2204.0864
"2016-06-01",2179.4378
"2016-06-01",2152.376
"2016-06-01",2124.3288
"2016-06-01",2057.3432
"2016-06-01",1971.451
"2016-06-01",1928.953
"2016-06-01",1849.8733
"2016-06-01",1775.8849
"2016-06-01",1698.6086
"2016-06-01",1601.6042
"2016-06-01",1526.9566
"2016-06-01",1496.4808
"2016-06-01",1459.689
"2016-06-01",1451.5356
"2016-06-01",1438.2631
"2016-06-01",2158.7275
"2016-06-01",2207.1964
"2016-06-01",2178.0194
"2016-06-01",2080.496
"2016-06-01",2034.4856
"2016-06-01",2004.5274
"2016-06-02",1981.5482
"2016-06-02",1942.9403
"2016-06-02",1927.0353
"2016-06-02",1915.6888
"2016-06-02",1904.0991
"2016-06-02",1886.2933
"2016-06-02",1886.7993
"2016-06-02",1886.2886
"2016-06-02",1839.908602
"2016-06-02",1144.9972
"2016-06-02",1018.9344
"2016-06-02",1189.0045
"2016-06-02",1437.4875
"2016-06-02",1613.6042
"2016-06-02",1852.3544
"2016-06-02",2024.8508
"2016-06-02",2150.0858
"2016-06-02",2252.3458
"2016-06-02",2299.1361
"2016-06-02",2327.785
"2016-06-02",2343.9358
"2016-06-02",2280.7848
"2016-06-02",2246.7909
"2016-06-02",2270.8433
"2016-06-02",2236.8259
"2016-06-02",2212.9698
"2016-06-02",2250.1672
"2016-06-02",2181.3287
"2016-06-02",2143.7154
"2016-06-02",2114.4409
"2016-06-02",2074.4061
"2016-06-02",1955.7559
"2016-06-02",1880.1934
"2016-06-02",1814.5154
"2016-06-02",1738.4587
"2016-06-02",1675.8333
"2016-06-02",1576.8403
"2016-06-02",1530.4849
"2016-06-02",1467.2123
"2016-06-02",1421.9891
"2016-06-02",1416.6653
"2016-06-02",1540.0904
"2016-06-02",2175.6559
"2016-06-02",2232.3278
"2016-06-02",2170.3981
"2016-06-02",2092.6633
"2016-06-02",2035.3398
"2016-06-02",1985.359
"2016-06-03",1958.3544
"2016-06-03",1937.8123
"2016-06-03",1913.4237
"2016-06-03",1890.0789
"2016-06-03",1888.5549
"2016-06-03",1875.2185
"2016-06-03",1881.995
"2016-06-03",1887.0713
"2016-06-03",1881.0832
"2016-06-03",1206.6297
"2016-06-03",1036.7102
"2016-06-03",1186.963
"2016-06-03",1412.9387
"2016-06-03",1613.2987
"2016-06-03",1856.0613
"2016-06-03",1979.6776
"2016-06-03",2150.2578
"2016-06-03",2263.2587
"2016-06-03",2321.5319
"2016-06-03",2362.0838
"2016-06-03",2348.8454
"2016-06-03",2292.9939
"2016-06-03",2289.4903
"2016-06-03",2296.1135
"2016-06-03",2263.395
"2016-06-03",2213.4629
"2016-06-03",2212.2276
"2016-06-03",2177.6185
"2016-06-03",2115.0892
"2016-06-03",2076.2205
"2016-06-03",2048.1554
"2016-06-03",1970.5957
"2016-06-03",1863.0655
"2016-06-03",1845.9861
"2016-06-03",1796.8737
"2016-06-03",1732.5768
"2016-06-03",1635.491
"2016-06-03",1577.1071
"2016-06-03",1499.781
"2016-06-03",1448.1637
"2016-06-03",1416.1148
"2016-06-03",1462.7342
"2016-06-03",2125.4349
"2016-06-03",2292.6305
"2016-06-03",2238.1587
"2016-06-03",2180.8123
"2016-06-03",2119.3632
"2016-06-03",2081.9081
"2016-06-04",2020.904
"2016-06-04",2004.6537
"2016-06-04",1956.5336
"2016-06-04",1938.1385
"2016-06-04",1926.5459
"2016-06-04",1894.8074
"2016-06-04",1909.1023
"2016-06-04",1891.315
"2016-06-04",1815.2244
"2016-06-04",1053.2446
"2016-06-04",931.5339
"2016-06-04",1040.2737
"2016-06-04",1145.2726
"2016-06-04",1210.1616
"2016-06-04",1255.7249
"2016-06-04",1315.7902
"2016-06-04",1449.4501
"2016-06-04",1532.6585
"2016-06-04",1598.5539
"2016-06-04",1638.6392
"2016-06-04",1726.326
"2016-06-04",1689.5963
"2016-06-04",1701.3759
"2016-06-04",1698.6639
"2016-06-04",1652.0723
"2016-06-04",1580.8287
"2016-06-04",1515.3431
"2016-06-04",1489.5605
"2016-06-04",1482.295
"2016-06-04",1425.2233
"2016-06-04",1456.6087
"2016-06-04",1414.8112
"2016-06-04",1401.2518
"2016-06-04",1394.4996
"2016-06-04",1394.5309
"2016-06-04",1379.6032
"2016-06-04",1372.0064
"2016-06-04",1339.581
"2016-06-04",1312.8004
"2016-06-04",1282.0556
"2016-06-04",1292.1808
"2016-06-04",1389.1805
"2016-06-04",2068.0732
"2016-06-04",2213.5395
"2016-06-04",2120.0296
"2016-06-04",2089.2983
"2016-06-04",2025.442
"2016-06-04",1978.9815
"2016-06-05",1948.1936
"2016-06-05",1942.9947
"2016-06-05",1913.7296
"2016-06-05",1889.9966
"2016-06-05",1899.2477
"2016-06-05",1879.0132
"2016-06-05",1880.1958
"2016-06-05",1887.083
"2016-06-05",1820.3977
"2016-06-05",1146.3106
"2016-06-05",887.0418
"2016-06-05",894.7213
"2016-06-05",902.2337
"2016-06-05",921.815
"2016-06-05",995.8169
"2016-06-05",1064.1832
"2016-06-05",1123.4496
"2016-06-05",1235.4913
"2016-06-05",1282.1625
"2016-06-05",1320.48
"2016-06-05",1344.6046
"2016-06-05",1331.3528
"2016-06-05",1360.2773
"2016-06-05",1346.494
"2016-06-05",1312.262
"2016-06-05",1291.1349
"2016-06-05",1286.3023
"2016-06-05",1268.3237
"2016-06-05",1300.8515
"2016-06-05",1308.7711
"2016-06-05",1273.4251
"2016-06-05",1280.5705
"2016-06-05",1277.1767
"2016-06-05",1283.9982
"2016-06-05",1282.5054
"2016-06-05",1308.0039
"2016-06-05",1284.5395
"2016-06-05",1269.3184
"2016-06-05",1265.4469
"2016-06-05",1251.2752
"2016-06-05",1247.7508
"2016-06-05",1291.8586
"2016-06-05",1933.487
"2016-06-05",2103.1964
"2016-06-05",2065.53
"2016-06-05",2010.7513
"2016-06-05",1976.4417
"2016-06-05",1946.8654
"2016-06-06",1936.1499
"2016-06-06",1915.1229
"2016-06-06",1882.4563
"2016-06-06",1862.6177
"2016-06-06",1867.6703
"2016-06-06",1858.4887
"2016-06-06",1858.8875
"2016-06-06",1868.2549
"2016-06-06",1768.3818
"2016-06-06",1049.4102
"2016-06-06",1013.1278
"2016-06-06",1170.8232
"2016-06-06",1388.4481
"2016-06-06",1535.9087
"2016-06-06",1758.7894
"2016-06-06",1945.2151
"2016-06-06",2128.6808
"2016-06-06",2244.8187
"2016-06-06",2295.5961
"2016-06-06",2325.0676
"2016-06-06",2300.8332
"2016-06-06",2287.0075
"2016-06-06",2264.1978
"2016-06-06",2290.3125
"2016-06-06",2249.3727
"2016-06-06",2216.1172
"2016-06-06",2192.4868
"2016-06-06",2123.1403
"2016-06-06",2106.1779
"2016-06-06",2073.189
"2016-06-06",2035.9714
"2016-06-06",1932.1838
"2016-06-06",1857.9057
"2016-06-06",1775.0097
"2016-06-06",1729.9466
"2016-06-06",1677.7834
"2016-06-06",1584.5225
"2016-06-06",1499.3243
"2016-06-06",1455.0361
"2016-06-06",1421.7159
"2016-06-06",1391.9311
"2016-06-06",1401.0878
"2016-06-06",1955.6841
"2016-06-06",2189.2263
"2016-06-06",2179.5692
"2016-06-06",2104.1939
"2016-06-06",2048.488
"2016-06-06",2001.5101
"2016-06-07",1962.826
"2016-06-07",1930.4745
"2016-06-07",1912.5741
"2016-06-07",1894.8504
"2016-06-07",1894.2115
"2016-06-07",1895.3433
"2016-06-07",1876.986
"2016-06-07",1879.0448
"2016-06-07",1773.1989
"2016-06-07",1063.6793
"2016-06-07",1016.3747
"2016-06-07",1206.7887
"2016-06-07",1406.6204
"2016-06-07",1582.1067
"2016-06-07",1788.4363
"2016-06-07",1943.0915
"2016-06-07",2121.4127
"2016-06-07",2239.8103
"2016-06-07",2287.1614
"2016-06-07",2332.2361
"2016-06-07",2325.0776
"2016-06-07",2273.3149
"2016-06-07",2248.7169
"2016-06-07",2184.7764
"2016-06-07",2206.7991
"2016-06-07",2216.4861
"2016-06-07",2212.9157
"2016-06-07",2175.9957
"2016-06-07",2101.7998
"2016-06-07",2066.2862
"2016-06-07",2003.906
"2016-06-07",1920.8122
"2016-06-07",1889.6368
"2016-06-07",1842.2631
"2016-06-07",1731.3285
"2016-06-07",1666.2407
"2016-06-07",1593.8816
"2016-06-07",1518.1303
"2016-06-07",1481.9001
"2016-06-07",1425.9766
"2016-06-07",1427.7951
"2016-06-07",1424.0739
"2016-06-07",1968.5095
"2016-06-07",2233.4686
"2016-06-07",2181.6201
"2016-06-07",2120.8592
"2016-06-07",2052.5604
"2016-06-07",2008.8881
"2016-06-08",1972.698
"2016-06-08",1948.0396
"2016-06-08",1918.3673
"2016-06-08",1916.8709
"2016-06-08",1905.1303
"2016-06-08",1881.1921
"2016-06-08",1884.0945
"2016-06-08",1892.7468
"2016-06-08",1782.0915
"2016-06-08",1071.6521
"2016-06-08",1033.7724
"2016-06-08",1181.8717
"2016-06-08",1436.9085
"2016-06-08",1591.3271
"2016-06-08",1830.7996
"2016-06-08",2019.6992
"2016-06-08",2171.034
"2016-06-08",2262.0207
"2016-06-08",2311.0646
"2016-06-08",2370.6623
"2016-06-08",2370.328
"2016-06-08",2302.2293
"2016-06-08",2262.4096
"2016-06-08",2233.886
"2016-06-08",2226.5499
"2016-06-08",2249.9041
"2016-06-08",2204.4852
"2016-06-08",2168.6935
"2016-06-08",2124.8807
"2016-06-08",2086.2175
"2016-06-08",2020.0335
"2016-06-08",1963.2959
"2016-06-08",1918.5633
"2016-06-08",1884.6781
"2016-06-08",1813.492
"2016-06-08",1742.182
"2016-06-08",1624.0876
"2016-06-08",1567.904
"2016-06-08",1535.5479
"2016-06-08",1474.3387
"2016-06-08",1450.2547
"2016-06-08",1462.2066
"2016-06-08",2011.0993
"2016-06-08",2252.9441
"2016-06-08",2210.4842
"2016-06-08",2157.7724
"2016-06-08",2084.3709
"2016-06-08",2036.2309
"2016-06-09",2003.9868
"2016-06-09",1975.4584
"2016-06-09",1937.9436
"2016-06-09",1921.9141
"2016-06-09",1909.5016
"2016-06-09",1897.8977
"2016-06-09",1891.1657
"2016-06-09",1906.9312
"2016-06-09",1803.2604
"2016-06-09",1068.9162
"2016-06-09",1040.3609
"2016-06-09",1216.8462
"2016-06-09",1448.7159
"2016-06-09",1624.1953
"2016-06-09",1846.7888
"2016-06-09",1992.1571
"2016-06-09",2178.5415
"2016-06-09",2254.0071
"2016-06-09",2281.0049
"2016-06-09",2349.445
"2016-06-09",2377.5398
"2016-06-09",2310.4981
"2016-06-09",2270.9001
"2016-06-09",2284.7303
"2016-06-09",2263.8365
"2016-06-09",2246.9902
"2016-06-09",2242.3762
"2016-06-09",2210.6362
"2016-06-09",2132.2294
"2016-06-09",2109.8663
"2016-06-09",2066.1188
"2016-06-09",1977.123
"2016-06-09",1896.8075
"2016-06-09",1809.7469
"2016-06-09",1730.0471
"2016-06-09",1668.272
"2016-06-09",1575.9254
"2016-06-09",1531.4384
"2016-06-09",1466.8935
"2016-06-09",1412.7761
"2016-06-09",1379.1058
"2016-06-09",1475.3572
"2016-06-09",2015.6329
"2016-06-09",2217.0907
"2016-06-09",2196.2493
"2016-06-09",2116.6326
"2016-06-09",2059.6571
"2016-06-09",2022.6273
"2016-06-10",1999.2901
"2016-06-10",1958.0856
"2016-06-10",1936.1882
"2016-06-10",1912.9718
"2016-06-10",1916.1819
"2016-06-10",1893.0649
"2016-06-10",1897.579
"2016-06-10",1919.8613
"2016-06-10",1882.5236
"2016-06-10",1193.4156
"2016-06-10",1072.7188
"2016-06-10",1220.6865
"2016-06-10",1461.2231
"2016-06-10",1653.2433
"2016-06-10",1835.2165
"2016-06-10",1988.0094
"2016-06-10",2159.8247
"2016-06-10",2222.1719
"2016-06-10",2331.1571
"2016-06-10",2361.9415
"2016-06-10",2362.7889
"2016-06-10",2283.0257
"2016-06-10",2217.4579
"2016-06-10",2250.9375
"2016-06-10",2249.0991
"2016-06-10",2228.1956
"2016-06-10",2161.1101
"2016-06-10",2086.7925
"2016-06-10",2041.3715
"2016-06-10",2068.7995
"2016-06-10",2002.803
"2016-06-10",1933.1026
"2016-06-10",1855.0234
"2016-06-10",1800.3183
"2016-06-10",1715.7704
"2016-06-10",1652.5052
"2016-06-10",1559.8314
"2016-06-10",1519.7718
"2016-06-10",1484.9613
"2016-06-10",1429.2801
"2016-06-10",1399.9389
"2016-06-10",1393.6805
"2016-06-10",1937.8218
"2016-06-10",2294.1975
"2016-06-10",2268.1432
"2016-06-10",2192.869
"2016-06-10",2125.6635
"2016-06-10",2102.3939
"2016-06-11",2057.0035
"2016-06-11",1995.7207
"2016-06-11",1983.0258
"2016-06-11",1945.9696
"2016-06-11",1937.9698
"2016-06-11",1901.8891
"2016-06-11",1898.2649
"2016-06-11",1904.4194
"2016-06-11",1809.2345
"2016-06-11",1051.3043
"2016-06-11",942.2769
"2016-06-11",1021.7664
"2016-06-11",1106.4128
"2016-06-11",1164.5723
"2016-06-11",1181.6537
"2016-06-11",1246.4662
"2016-06-11",1356.2538
"2016-06-11",1516.2614
"2016-06-11",1551.4535
"2016-06-11",1577.6957
"2016-06-11",1646.5431
"2016-06-11",1615.9542
"2016-06-11",1620.1202
"2016-06-11",1617.3806
"2016-06-11",1546.2377
"2016-06-11",1495.3176
"2016-06-11",1479.197
"2016-06-11",1450.8519
"2016-06-11",1384.168
"2016-06-11",1383.8416
"2016-06-11",1377.2452
"2016-06-11",1353.7577
"2016-06-11",1359.1225
"2016-06-11",1310.2931
"2016-06-11",1309.4842
"2016-06-11",1305.1252
"2016-06-11",1288.7853
"2016-06-11",1315.9785
"2016-06-11",1278.1812
"2016-06-11",1244.6096
"2016-06-11",1255.2617
"2016-06-11",1331.659
"2016-06-11",1920.2367
"2016-06-11",2158.23
"2016-06-11",2116.3158
"2016-06-11",2086.9813
"2016-06-11",2036.7485
"2016-06-11",2006.5034
"2016-06-12",1954.6372
"2016-06-12",1916.5365
"2016-06-12",1901.663
"2016-06-12",1880.6454
"2016-06-12",1875.8516
"2016-06-12",1858.1973
"2016-06-12",1861.8569
"2016-06-12",1874.5242
"2016-06-12",1805.3888
"2016-06-12",1045.7454
"2016-06-12",847.2049
"2016-06-12",852.6288
"2016-06-12",877.3692
"2016-06-12",905.097
"2016-06-12",957.1069
"2016-06-12",1024.5568
"2016-06-12",1113.9606
"2016-06-12",1215.4011
"2016-06-12",1279.8162
"2016-06-12",1305.5703
"2016-06-12",1330.7757
"2016-06-12",1313.6481
"2016-06-12",1322.5542
"2016-06-12",1322.5597
"2016-06-12",1292.6625
"2016-06-12",1304.4747
"2016-06-12",1268.3599
"2016-06-12",1261.6426
"2016-06-12",1299.5502
"2016-06-12",1316.3297
"2016-06-12",1285.5203
"2016-06-12",1259.2166
"2016-06-12",1308.7332
"2016-06-12",1301.8684
"2016-06-12",1288.2187
"2016-06-12",1300.9917
"2016-06-12",1305.8294
"2016-06-12",1297.5245
"2016-06-12",1279.958
"2016-06-12",1237.8799
"2016-06-12",1219.1089
"2016-06-12",1272.7296
"2016-06-12",1824.9477
"2016-06-12",2119.5633
